TagName	Sprache	Uebersetzung	creation date yyyymmdd	Position
LangTagHonor	esp	Validar	date20051012	
LangTagHonorCoupon	deu	Gutschein einlösen	date20051012	
LangTagHonorCoupon	eng	honor coupon	date20051012	
LangTagHonorCoupon	esp	Validar cupón	date20051012	
LangTagOk	deu	OK	date20051012	
LangTagOk	eng	OK	date20051012	
LangTagOk	esp	OK	date20051012	
LangTagOnlyOneCoupon	deu	Es kann nur ein Gutschein eingelöst werden!	date20051012	
LangTagOnlyOneCoupon	eng	You can only use one coupon!	date20051012	
LangTagOnlyOneCoupon	esp	¡Sólo puede validar un único cupón!	date20051012	
LangTagOrderData	deu	Bestellungen	date20051012	
LangTagOrderData	eng	order data	date20051012	
LangTagOrderData	esp	Datos del pedido	date20051012	
LangTagTextChgCData	deu	Kundendaten ändern	date20051012	
LangTagTextChgCData	eng	change customer data	date20051012	
LangTagTextChgCData	esp	Cambiar datos de cliente	date20051012	
LangTagTextOrderData	deu	Sie haben hier die Möglichkeit, Ihre letzten Bestellungen einzusehen.	date20051012	
LangTagTextOrderData	eng	Here you are able to view your last orderdata.	date20051012	
LangTagTextOrderData	esp	Aquí podrá usted visualizar sus últimos pedidos.	date20051012	
LangTagViewOrderData	deu	Bestellungen einsehen	date20051012	
LangTagViewOrderData	eng	view order data	date20051012	
LangTagViewOrderData	esp	Visualizar pedidos	date20051012	
LangTagWrongCouponCode	deu	Der eingetragende Gutscheincode ist uns nicht bekannt!	date20051012	
LangTagWrongCouponCode	eng	The entered coupon number is not valid! 	date20051012	
LangTagWrongCouponCode	esp	¡El número de cupón no es válido!	date20051012	
LangTagFromPrice	deu	von	date20051013	
LangTagFromPrice	eng	from	date20051013	
LangTagFromPrice	esp	desde	date20051013	
LangTagItemDescriptionKeyword	deu	Artikelbeschreibung/Stichwort	date20051013	
LangTagItemDescriptionKeyword	eng	Item Description/Keyword	date20051013	
LangTagItemDescriptionKeyword	esp	Descripción del artículo/código	date20051013	
LangTagOnlySpecialItems	deu	nur Sonderposten	date20051013	
LangTagOnlySpecialItems	eng	only special items	date20051013	
LangTagOnlySpecialItems	esp	Sólo artículos rebajados	date20051013	
LangTagReset	deu	Eingaben löschen	date20051013	
LangTagReset	eng	Reset inputs	date20051013	
LangTagReset	esp	Borrar entradas	date20051013	
LangTagStartSearch	deu	Suche starten	date20051013	
LangTagStartSearch	eng	Start search	date20051013	
LangTagStartSearch	esp	Iniciar búsqueda	date20051013	
LangTagTo	deu	bis	date20051013	
LangTagTo	eng	hasta	date20051013	
LangTagTo	esp	to	date20051013	
LangTagManufacturerNo	deu	Herstellernummer	date20051020	
LangTagManufacturerNo	eng	Manufacturer No.	date20051020	
LangTagManufacturerNo	esp	Número de fabricante	date20051020	
LangTagNoSearchResults	deu	Die Suche ergab keine Ergebnisse	date20051020	
LangTagNoSearchResults	eng	There are no search results	date20051020	
LangTagNoSearchResults	esp	La búsqueda no ha dado resultados	date20051020	
LangTagResultsExtendedSearch	deu	Resultate der erweiterten Suche	date20051020	
LangTagResultsExtendedSearch	eng	Results of the extended search	date20051020	
LangTagResultsExtendedSearch	esp	Resultados de la búsqueda extendida	date20051020	
LangTagSearchCriteria	deu	Suchkriterien	date20051020	
LangTagSearchCriteria	eng	search criteria	date20051020	
LangTagSearchCriteria	esp	Criterios de búsqueda	date20051020	
LangTagFieldName	deu	Name	date20051024	
LangTagFieldName	eng	Name	date20051024	
LangTagFieldName	esp	Nombre	date20051024	
LangTagFieldZipCodeCity	deu	PLZ/Ort	date20051024	
LangTagFieldZipCodeCity	eng	Zip code/City	date20051024	
LangTagFieldZipCodeCity	esp	Código postal/Localidad	date20051024	
LangTagFNFieldImage	deu	Bild	date20051025	
LangTagFNFieldImage	eng	Image	date20051025	
LangTagFNFieldImage	esp	Imagen	date20051025	
LangTagDear	deu	Sehr geehrte/r	date20051026	
LangTagDear	eng	Dear	date20051026	
LangTagDear	esp	Estimado/Estimada	date20051026	
LangTagYourOrderData	deu	Ihre Bestelldaten	date20051027	
LangTagYourOrderData	eng	Your order data	date20051027	
LangTagYourOrderData	esp	Los datos de su pedido	date20051027	
LangTagCouponCashed	deu	Gutschein eingelöst!	date20051031	
LangTagCouponCashed	eng	Coupon cashed	date20051031	
LangTagCouponCashed	esp	Cupón validado!	date20051031	

LangTagValue	deu	Wert	date20051102	
LangTagValue	eng	value	date20051102	
LangTagValue	esp	Valor	date20051102	
LangTagEmailFormat	deu	EmailFormat	date20051103	
LangTagEmailFormat	eng	EmailFormat	date20051103	
LangTagEmailFormat	esp	FormatoEmail	date20051103	
LangTagFieldDelivery	deu	Versandart	date20051103	
LangTagFieldDelivery	eng	DeliveryMode	date20051103	
LangTagFieldDelivery	esp	Forma de envío	date20051103	
LangTagFieldLocDiscount	deu	Rabatt	date20051103	
LangTagFieldLocDiscount	eng	Discount	date20051103	
LangTagFieldLocDiscount	esp	Descuento	date20051103	
LangTagFieldLocTotal	deu	Summe	date20051103	
LangTagFieldLocTotal	eng	OrderTotal	date20051103	
LangTagFieldLocTotal	esp	Total	date20051103	
LangTagFieldMessage2	deu	Nachricht	date20051103	
LangTagFieldMessage2	eng	Message	date20051103	
LangTagFieldMessage2	esp	Mensaje	date20051103	
LangTagFieldPayment	deu	Zahlungsart	date20051103	
LangTagFieldPayment	eng	Payment	date20051103	
LangTagFieldPayment	esp	Forma de pago	date20051103	
LangTagFieldPaymentCharge	deu	Gebühr	date20051103	
LangTagFieldPaymentCharge	eng	Charge	date20051103	
LangTagFieldPaymentCharge	esp	Tasa	date20051103	
LangTagFieldPostage	deu	Versandkosten	date20051103	
LangTagFieldPostage	eng	DeliveryCharges	date20051103	
LangTagFieldPostage	esp	Gastos envío	date20051103	
LangTagFieldSender	deu	Absender	date20051103	
LangTagFieldSender	eng	Sender	date20051103	
LangTagFieldSender	esp	Remitente	date20051103	
LangTagFieldShippingAddressArea	deu	Versandgebiet	date20051103	
LangTagFieldShippingAddressArea	eng	ShippingTo	date20051103	
LangTagFieldShippingAddressArea	esp	Zona de envío	date20051103	
LangTagFieldShortVat	deu	MwSt	date20051103	
LangTagFieldShortVat	eng	VAT	date20051103	
LangTagFieldShortVat	esp	I.V.A. incluido, gastos de envío no incluidos	date20051103	
LangTagFieldTextUnitPrice	deu	Einzelpreis	date20051103	
LangTagFieldTextUnitPrice	eng	UnitPrice	date20051103	
LangTagFieldTextUnitPrice	esp	Precio unidad	date20051103	
LangTagFieldTotalAmount	deu	Rechnungsbetrag	date20051103	
LangTagFieldTotalAmount	eng	Invoice_total	date20051103	
LangTagFieldTotalAmount	esp	Total factura	date20051103	
LangTagFieldTotalPrice	deu	Gesamtpreis	date20051103	
LangTagFieldTotalPrice	eng	TotalPrice	date20051103	
LangTagFieldTotalPrice	esp	Precio Total	date20051103	
LangTagFieldQuantity	deu	Menge	date20051104	
LangTagFieldQuantity	eng	Quantity	date20051104	
LangTagFieldQuantity	esp	Cantidad	date20051104	
LangTagTextPosition	deu	Position	date20051107	
LangTagTextPosition	eng	position	date20051107	
LangTagTextPosition	esp	Posición	date20051107	
LangTagPrint	deu	Seite drucken	date20051111	
LangTagPrint	eng	Print page	date20051111	
LangTagPrint	esp	Imprimir página	date20051111	
LangTagToTheTop	deu	Zum Seitenanfang	date20051111	
LangTagToTheTop	eng	To the top	date20051111	
LangTagToTheTop	esp	Al principio de página	date20051111	
LangTagBrand	deu	Marke	date20051230	
LangTagBrand	eng	Brand	date20051230	
LangTagBrand	esp	Marca	date20051230	
LangTagEAN	deu	EAN	date20051230	
LangTagEAN	eng	EAN	date20051230	
LangTagEAN	esp	EAN	date20051230	
LangTagEANISBN	deu	EAN/ISBN	date20051230	
LangTagEANISBN	eng	EAN/ISBN	date20051230	
LangTagEANISBN	esp	EAN/ISBN	date20051230	
LangTagISBN	deu	ISBN	date20051230	
LangTagISBN	eng	ISBN	date20051230	
LangTagISBN	esp	ISBN	date20051230	
LangTagManufacturerProductCode	deu	Herstellernummer	date20051230	
LangTagManufacturerProductCode	eng	Manufacturer	date20051230	
LangTagManufacturerProductCode	esp	Número de fabricante	date20051230	
LangTagOldPrice	deu	Alter Preis	date20051230	
LangTagOldPrice	eng	Old Price	date20051230	
LangTagOldPrice	esp	Precio antiguo	date20051230	
LangTagReferencePrice	deu	Grundpreis	date20051230	
LangTagReferencePrice	eng	Reference Price	date20051230	
LangTagReferencePrice	esp	Precio referencia	date20051230	
LangTagSelectArgentina	deu	Argentinien	date20051230	
LangTagSelectArgentina	eng	Argentina	date20051230	
LangTagSelectArgentina	esp	Argentina	date20051230	
LangTagSelectAustralia	deu	Australien	date20051230	
LangTagSelectAustralia	eng	Australia	date20051230	
LangTagSelectAustralia	esp	Australia	date20051230	
LangTagSelectAustria	deu	Österreich	date20051230	
LangTagSelectAustria	eng	Austria	date20051230	
LangTagSelectAustria	esp	Austria	date20051230	
LangTagSelectBelgium	deu	Belgien	date20051230	
LangTagSelectBelgium	eng	Belgium	date20051230	
LangTagSelectBelgium	esp	Bélgica	date20051230	
LangTagSelectCanada	deu	Kanada	date20051230	
LangTagSelectCanada	eng	Canada	date20051230	
LangTagSelectCanada	esp	Cánada	date20051230	
LangTagSelectCyprus	deu	Zypern	date20051230	
LangTagSelectCyprus	eng	Cyprus	date20051230	
LangTagSelectCyprus	esp	Cipre	date20051230	
LangTagSelectCzechRep	deu	Tschechien	date20051230	
LangTagSelectCzechRep	eng	Czech Republic	date20051230	
LangTagSelectCzechRep	esp	República Checa	date20051230	
LangTagSelectDenmark	deu	Dänemark	date20051230	
LangTagSelectDenmark	eng	Denmark	date20051230	
LangTagSelectDenmark	esp	Dinamarca	date20051230	
LangTagSelectEstonia	deu	Estland	date20051230	
LangTagSelectEstonia	eng	Estonia	date20051230	
LangTagSelectEstonia	esp	Estonia	date20051230	
LangTagSelectFinland	deu	Finnland	date20051230	
LangTagSelectFinland	eng	Finland	date20051230	
LangTagSelectFinland	esp	Finlandia	date20051230	
LangTagSelectFrance	deu	Frankreich	date20051230	
LangTagSelectFrance	eng	France	date20051230	
LangTagSelectFrance	esp	Francia	date20051230	
LangTagSelectGreece	deu	Griechenland	date20051230	
LangTagSelectGreece	eng	Greece	date20051230	
LangTagSelectGreece	esp	Grecia	date20051230	
LangTagSelectHungary	deu	Ungarn	date20051230	
LangTagSelectHungary	eng	Hungary	date20051230	
LangTagSelectHungary	esp	Hungría	date20051230	
LangTagSelectIceland	deu	Island	date20051230	
LangTagSelectIceland	eng	Iceland	date20051230	
LangTagSelectIceland	esp	Islandia	date20051230	
LangTagSelectIreland	deu	Irland	date20051230	
LangTagSelectIreland	eng	Ireland	date20051230	
LangTagSelectIreland	esp	Irlanda	date20051230	
LangTagSelectIsrael	deu	Israel	date20051230	
LangTagSelectIsrael	eng	Israel	date20051230	
LangTagSelectIsrael	esp	Israel	date20051230	
LangTagSelectItaly	deu	Italien	date20051230	
LangTagSelectItaly	eng	Italy	date20051230	
LangTagSelectItaly	esp	Italia	date20051230	
LangTagSelectLatvia	deu	Lettland	date20051230	
LangTagSelectLatvia	eng	Latvia	date20051230	
LangTagSelectLatvia	esp	Letonia	date20051230	
LangTagSelectLithuania	deu	Litauen	date20051230	
LangTagSelectLithuania	eng	Lithuania	date20051230	
LangTagSelectLithuania	esp	Lituania	date20051230	
LangTagSelectLuxembourg	deu	Luxemburg	date20051230	
LangTagSelectLuxembourg	eng	Luxembourg	date20051230	
LangTagSelectLuxembourg	esp	Luxemburgo	date20051230	
LangTagSelectMalta	deu	Malta	date20051230	
LangTagSelectMalta	eng	Malta	date20051230	
LangTagSelectMalta	esp	Malta	date20051230	
LangTagSelectNether	deu	Niederlande	date20051230	
LangTagSelectNether	eng	Netherlands	date20051230	
LangTagSelectNether	esp	Países Bajos	date20051230	
LangTagSelectNewZealand	deu	Neuseeland	date20051230	
LangTagSelectNewZealand	eng	NewZealand	date20051230	
LangTagSelectNewZealand	esp	Nueva Zelanda	date20051230	
LangTagSelectNorway	deu	Norwegen	date20051230	
LangTagSelectNorway	eng	Norway	date20051230	
LangTagSelectNorway	esp	Noruega	date20051230	
LangTagSelectPoland	deu	Polen	date20051230	
LangTagSelectPoland	eng	Poland	date20051230	
LangTagSelectPoland	esp	Polonia	date20051230	
LangTagSelectPortugal	deu	Portugal	date20051230	
LangTagSelectPortugal	eng	Portugal	date20051230	
LangTagSelectPortugal	esp	Portugal	date20051230	
LangTagSelectSingapore	deu	Singapur	date20051230	
LangTagSelectSingapore	eng	Singapore	date20051230	
LangTagSelectSingapore	esp	Singapur	date20051230	
LangTagSelectSlovakia	deu	Slowakei	date20051230	
LangTagSelectSlovakia	eng	Slovakia	date20051230	
LangTagSelectSlovakia	esp	Eslovaquia	date20051230	
LangTagSelectSouthAfri	deu	Südafrika	date20051230	
LangTagSelectSouthAfri	eng	South Africa	date20051230	
LangTagSelectSouthAfri	esp	Suráfrica	date20051230	
LangTagSelectSpain	deu	Spanien	date20051230	
LangTagSelectSpain	eng	Spain	date20051230	
LangTagSelectSpain	esp	España	date20051230	
LangTagSelectSweden	deu	Schweden	date20051230	
LangTagSelectSweden	eng	Sweden	date20051230	
LangTagSelectSweden	esp	Suecia	date20051230	
LangTagSelectSwitzerl	deu	Schweiz	date20051230	
LangTagSelectSwitzerl	eng	Switzerland	date20051230	
LangTagSelectSwitzerl	esp	Suiza	date20051230	
LangTagSelectTurkey	deu	Türkei	date20051230	
LangTagSelectTurkey	eng	Turkey	date20051230	
LangTagSelectTurkey	esp	Turquía	date20051230	
LangTagSelectUK	deu	UK	date20051230	
LangTagSelectUK	eng	UK	date20051230	
LangTagSelectUK	esp	Reino Unido	date20051230	
LangTagSelectUS	deu	USA	date20051230	
LangTagSelectUS	eng	US	date20051230	
LangTagSelectUS	esp	EEUU	date20051230	
...	eng	Example	date2005mmtt	
...	esp	Ejemplo	date2005mmtt	
LangTagCreateCustomer	deu	Noch kein Kunde?	date20060104	
LangTagCreateCustomer	eng	No customer?	date20060104	
LangTagCreateCustomer	esp	¿Aún no es cliente?	date20060104	
LangTagCreateCustomerText	deu	Hier können Sie sich als Kunde registrieren lassen. Nach erfolgreicher Registrierung erhalten Sie von uns eine Email mit Ihren Login-Daten.	date20060104	
LangTagCreateCustomerText	eng	You are able to register yourself as one of our customers here. After your successfull registration we will send you an email with your login data.	date20060104	
LangTagCreateCustomerText	esp	Aquí podrá usted registrarse ahora como cliente. Una vez realizado el registro le enviaremos un mail con sus datos para la conexión	date20060104	
LangTagCustomerCreated	deu	Sie wurden als Kunde registriert!	date20060104	
LangTagCustomerCreated	eng	You were successfully registred as our customer!	date20060104	
LangTagCustomerCreated	esp	Ha sido usted registrado con éxito.	date20060104	
LangTagEmailAlreadyExist	deu	Ihre Email-Adresse ist bereits vorhanden!	date20060104	
LangTagEmailAlreadyExist	eng	Your email address already exists!	date20060104	
LangTagEmailAlreadyExist	esp	¡Su dirección email ya existe!	date20060104	
LangTagEmailSaved	deu	Ihre Email-Adresse wurde gespeichert!	date20060104	
LangTagEmailSaved	eng	Your email address was saved!	date20060104	
LangTagEmailSaved	esp	¡Su dirección email ha sido grabada!	date20060104	
LangTagEmailWrong	deu	Ihre Email-Adresse ist falsch!	date20060104	
LangTagEmailWrong	eng	Your email address is not correct!	date20060104	
LangTagEmailWrong	esp	¡Su dirección email no es correcta!	date20060104	
LangTagEnter	deu	Eintragen	date20060104	
LangTagEnter	eng	Enter	date20060104	
LangTagEnter	esp	Introducir	date20060104	
LangTagEnterEmail	deu	Sie müssen Ihre Email-Adresse eingeben!	date20060104	
LangTagEnterEmail	eng	You have to enter your email address!	date20060104	
LangTagEnterEmail	esp	¡Debe introducir su dirección email!	date20060104	
LangTagFieldFilled	deu	Sie müssen das folgendes Feld ausfüllen	date20060104	
LangTagFieldFilled	eng	Your have to fill in	date20060104	
LangTagFieldFilled	esp	Debe rellenar el siguiente campo	date20060104	
LangTagNewsletter	deu	Newsletter	date20060104	
LangTagNewsletter	eng	Newsletter	date20060104	
LangTagNewsletter	esp	Newsletter	date20060104	
LangTagNewsletterInfoText	deu	Die mit einem * gekennzeichneten Felder müssen ausgefüllt werden!<br /><br />Die Weitergabe Ihrer eMail-Adresse und der von uns ermittelten Daten<br />dienen ausschließlich internen Zwecken und werden an unberechtigte Dritte<br />grundsätzlich nicht weitergegeben.	date20060104	
LangTagNewsletterInfoText	eng	The fields with * have to be filled in!<br /><br />You can find more information about how we process<br />personal information in our terms and conditions.	date20060104	
LangTagNewsletterInfoText	esp	Los campos marcados con un * son obligatorios<br /><br />encontrará más información acerca del procesamiento de sus datos personales en nuestras condiciones generales	date20060104	
LangTagNewsletterText	deu	Möchten Sie über Neuerungen, Angebote und Aktionen rund um unsere Produkte informiert sein, können Sie sich gern in unserem Newsletter-Dienst mit Ihrer Email-Adresse eintragen	date20060104	
LangTagNewsletterText	eng	Do you like to subscribe yourself in our email newsletter if you'd like to be steadily informed about our improvements, offers and promotions.	date20060104	
LangTagNewsletterText	esp	Si desea usted permanecer informado acerca de ofertas y novedades ref. a nuestros productos y servicios, puede darse de alta en nuestro servicio de Newsletter introduciendo su dirección email	date20060104	
LangTagNoData	deu	Keine Daten	date20060104	
LangTagNoData	eng	No data	date20060104	
LangTagNoData	esp	No hay datos	date20060104	
LangTagSelectGermany	deu	Deutschland	date20060104	
LangTagSelectGermany	eng	Germany	date20060104	
LangTagSelectGermany	esp	Alemania	date20060104	
LangTagSubTotal	deu	Zwischensumme	date20060104	
LangTagSubTotal	eng	Subtotal	date20060104	
LangTagSubTotal	esp	Subtotal	date20060104	
LangTagUserdata	deu	Benutzerdaten	date20060104	
LangTagUserdata	eng	User data	date20060104	
LangTagUserdata	esp	Datos usuario	date20060104	
LangTagFieldPIDLong	deu	Auftragsnummer	date20060105	
LangTagFieldPIDLong	eng	Ordernumber	date20060105	
LangTagFieldPIDLong	esp	Número de pedido	date20060105	
LangTagSignOut	deu	Austragen	date20060105	
LangTagSignOut	eng	unsubcribe	date20060105	
LangTagSignOut	esp	Borrar	date20060105	
LangTagEanISBN	deu	EAN/ISBN	date20060106	
LangTagEanISBN	eng	EAN/ISBN	date20060106	
LangTagEanISBN	esp	EAN/ISBN	date20060106	
LangTagEmailDeleted	deu	Ihre Email-Adresse wurde gelöscht!	date20060106	
LangTagEmailDeleted	eng	Your email address is deleted!	date20060106	
LangTagEmailDeleted	esp	¡Su dirección email ha sido borrada!	date20060106	
LangTagEmailNotDeletable	deu	Ihre Email-Adresse konnte nicht gelöscht werden!	date20060106	
LangTagEmailNotDeletable	eng	Your email address is temporay not deletable!	date20060106	
LangTagEmailNotDeletable	esp	¡Su dirección email no puede ser borrada temporalmente!	date20060106	
LangTagEmailNotExisting	deu	Ihre Email-Adresse ist nicht vorhanden!	date20060106	
LangTagEmailNotExisting	eng	Your email address is not existing!	date20060106	
LangTagEmailNotExisting	esp	¡Su dirección email no existe!	date20060106	
LangTagProductCode	deu	Produktcode	date20060106	
LangTagProductCode	eng	Product code	date20060106	
LangTagProductCode	esp	Código producto	date20060106	
LangTagTrustedShopsClick	deu	Trusted Shops Gütesiegel - Bitte hier Gültigkeit prüfen!	date20060106	
LangTagTrustedShopsClick	eng	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify!	date20060106	
LangTagTrustedShopsClick	esp	Shop online certificado con garantía de devolución de dinero Trusted Shops. ¡Compruebe aquí la validez!	date20060106	
LangTagTrustedShopsSiegel	deu	Geprüfter Online-Shop mit kostenloser Geld-zurück- Garantie von Trusted Shops. Klicken Sie auf das Gütesiegel, um die Gültigkeit zu prüfen.	date20060106	
LangTagTrustedShopsSiegel	eng	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify! 	date20060106	
LangTagTrustedShopsSiegel	esp	Shop online certificado con garantía de devolución de dinero Trusted Shops. ¡Compruebe aquí la validez!	date20060106	
LangTagTrustedShopsSignIn	deu	Anmeldung zur Geld-zurück-Garantie	date20060106	
LangTagTrustedShopsSignIn	eng	Register for money-back guarantee...	date20060106	
LangTagTrustedShopsSignIn	esp	Registro para la garantía de devolución de dinero	date20060106	
LangTagTrustedShopsText	deu	Als Trusted Shops Mitglied bieten wir Ihnen als zusätzlichen Service die Geld-zurück-Garantie der Atradius Versicherungsgruppe an. Wir übernehmen alle Kosten dieser Garantie, Sie müssen sich lediglich anmelden.	date20060106	
LangTagTrustedShopsText	eng	As a certified Trusted Shops member, we offer the additional service of the money-back guarantee backed by the Atradius Insurance Group. We cover all costs for the guarantee. You only have to register.	date20060106	
LangTagTrustedShopsText	esp	Como miembro certificado de Trusted Shops le ofrecemos, como servicio adicional, la garantía de devolución de dinero, respaldada por el Atradius Insurance Group. Nosotros cubrimos todos los gastos de la garantía. Usted sólo tiene que registrarse.	date20060106	
LangTagPrivacy	deu	Datenschutz	date20060107	
LangTagPrivacy	eng	Privacy	date20060107	
LangTagPrivacy	esp	Privacidad	date20060107	
LangTagUnits	deu	Stk.	date20060109	
LangTagUnits	eng	units	date20060109	
LangTagUnits	esp	Unds.	date20060109	
LangTagFieldValue	deu	Wert	date20060111	
LangTagFieldValue	eng	Value	date20060111	
LangTagFieldValue	esp	Valor	date20060111	
LangTagNoOrder	deu	Es sind keine Bestellungen vorhanden!	date20060111	
LangTagNoOrder	eng	No order data available.	date20060111	
LangTagNoOrder	esp	¡No se han realizado pedidos!	date20060111	
LangTagOrderDate	deu	Bestelldatum	date20060111	
LangTagOrderDate	eng	Order Date	date20060111	
LangTagOrderDate	esp	Fecha pedido	date20060111	
LangTagSubscribeNewsletter	deu	Eintragen	date20060111	
LangTagSubscribeNewsletter	eng	Subscribe	date20060111	
LangTagSubscribeNewsletter	esp	Alta	date20060111	
LangTagUnsubscribeNewsletter	deu	Austragen	date20060111	
LangTagUnsubscribeNewsletter	eng	Unsubcribe	date20060111	
LangTagUnsubscribeNewsletter	esp	Baja	date20060111	
LangTagSpecialItemText	deu	Jetzt günstiger!	date20060112	
LangTagSpecialItemText	eng	Special Offer!	date20060112	
LangTagSpecialItemText	esp	Ahora mejor precio	date20060112	
LangTagGSearch	deu	Suchen	date20060116	
LangTagGSearch	eng	Search	date20060116	
LangTagGSearch	esp	Buscar	date20060116	
LangTagTextCustomerDiscount	deu	Kundenrabatt	date20060117	
LangTagTextCustomerDiscount	eng	Customer discount	date20060117	
LangTagTextCustomerDiscount	esp	Descuento de clientes	date20060117	
LangTag__AccountHolder	deu	Kontoinhaber	date20060119	
LangTag__AccountHolder	eng	AccountHolder	date20060119	
LangTag__AccountHolder	esp	Titular de la cuenta	date20060119	
LangTag__AccountNumber	deu	Kontonummer	date20060119	
LangTag__AccountNumber	eng	AccountNumber	date20060119	
LangTag__AccountNumber	esp	Número de cuenta	date20060119	
LangTag__BankCodeNumber	deu	BLZ	date20060119	
LangTag__BankCodeNumber	eng	BankCode	date20060119	
LangTag__BankCodeNumber	esp		date20060119	
LangTag__CreditCard	deu	Kreditinstitut	date20060119	
LangTag__CreditCard	eng	CreditCardType	date20060119	
LangTag__CreditCard	esp	Tarjeta de crédito	date20060119	
LangTag__CreditCardHolder	deu	Kreditkarteninhaber	date20060119	
LangTag__CreditCardHolder	eng	CreditCardHolder	date20060119	
LangTag__CreditCardHolder	esp	Titular tarjeta de crédito	date20060119	
LangTag__CreditCardNumber	deu	Kreditkartennummer	date20060119	
LangTag__CreditCardNumber	eng	CreditCardNumber	date20060119	
LangTag__CreditCardNumber	esp	Número tarjeta de crédito	date20060119	
LangTag__FieldAddress	deu	Strasse	date20060119	
LangTag__FieldAddress	eng	Address	date20060119	
LangTag__FieldAddress	esp	Calle	date20060119	
LangTag__FieldAddress2	deu	Adressenzusatz	date20060119	
LangTag__FieldAddress2	eng	Second_Line	date20060119	
LangTag__FieldAddress2	esp	Dirección	date20060119	
LangTag__FieldBuy2Message	deu	Nachricht	date20060119	
LangTag__FieldBuy2Message	eng	Message	date20060119	
LangTag__FieldBuy2Message	esp	Mensaje	date20060119	
LangTag__FieldCashDiscountPercent	deu	Skonto	date20060119	
LangTag__FieldCashDiscountPercent	eng	Discount	date20060119	
LangTag__FieldCashDiscountPercent	esp	Descuento	date20060119	
LangTag__FieldCity	deu	Ort	date20060119	
LangTag__FieldCity	eng	Town_City	date20060119	
LangTag__FieldCity	esp	Localidad	date20060119	
LangTag__FieldCompany	deu	Firma	date20060119	
LangTag__FieldCompany	eng	Company	date20060119	
LangTag__FieldCompany	esp	Empresa	date20060119	
LangTag__FieldCustomerNR	deu	KundenNr	date20060119	
LangTag__FieldCustomerNR	eng	CustomerNo	date20060119	
LangTag__FieldCustomerNR	esp	N° Cliente	date20060119	
LangTag__FieldDelivery	deu	Versandart	date20060119	
LangTag__FieldDelivery	eng	DeliveryMode	date20060119	
LangTag__FieldDelivery	esp	Forma de entrega	date20060119	
LangTag__FieldEmail	deu	Email	date20060119	
LangTag__FieldEmail	eng	Email	date20060119	
LangTag__FieldEmail	esp	Email	date20060119	
LangTag__FieldEmailFormat	deu	EmailFormat	date20060119	
LangTag__FieldEmailFormat	eng	EmailFormat	date20060119	
LangTag__FieldEmailFormat	esp	FormatoEmail	date20060119	
LangTag__FieldFax	deu	Fax	date20060119	
LangTag__FieldFax	eng	Fax	date20060119	
LangTag__FieldFax	esp	Fax	date20060119	
LangTag__FieldFirmVATId	deu	UstID	date20060119	
LangTag__FieldFirmVATId	eng	TaxNumber	date20060119	
LangTag__FieldFirmVATId	esp	N.I.F./C.I.F.	date20060119	
LangTag__FieldFirstName	deu	Vorname	date20060119	
LangTag__FieldFirstName	eng	FirstName	date20060119	
LangTag__FieldFirstName	esp	Nombre	date20060119	
LangTag__FieldFirstNameSender	deu	AbsenderVorname	date20060119	
LangTag__FieldFirstNameSender	eng	FirstNameSender	date20060119	
LangTag__FieldFirstNameSender	esp	NombreRemitente	date20060119	
LangTag__FieldFormToAddress	deu	Anrede	date20060119	
LangTag__FieldFormToAddress	eng	Title	date20060119	
LangTag__FieldFormToAddress	esp	Trato	date20060119	
LangTag__FieldImage	deu	Bild	date20060119	
LangTag__FieldImage	eng	Image	date20060119	
LangTag__FieldImage	esp	Imagen	date20060119	
LangTag__FieldLastName	deu	Nachname	date20060119	
LangTag__FieldLastName	eng	LastName	date20060119	
LangTag__FieldLastName	esp	Apellido	date20060119	
LangTag__FieldLastNameSender	deu	AbsenderNachname	date20060119	
LangTag__FieldLastNameSender	eng	LastNameSender	date20060119	
LangTag__FieldLastNameSender	esp	AppellidoRemitente	date20060119	
LangTag__FieldLocDiscount	deu	Rabatt	date20060119	
LangTag__FieldLocDiscount	eng	Discount	date20060119	
LangTag__FieldLocDiscount	esp	Descuento	date20060119	
LangTag__FieldLocTotal	deu	Summe	date20060119	
LangTag__FieldLocTotal	eng	OrderTotal	date20060119	
LangTag__FieldLocTotal	esp	Total	date20060119	
LangTag__FieldLongVat	deu	MwSt	date20060119	
LangTag__FieldLongVat	eng	VAT	date20060119	
LangTag__FieldLongVat	esp	I.V.A.	date20060119	
LangTag__FieldMessage	deu	Nachricht	date20060119	
LangTag__FieldMessage	eng	Message	date20060119	
LangTag__FieldMessage	esp	Mensaje	date20060119	
LangTag__FieldPayment	deu	Zahlungsart	date20060119	
LangTag__FieldPayment	eng	Payment	date20060119	
LangTag__FieldPayment	esp	Forma de pago	date20060119	
LangTag__FieldPaymentCharge	deu	Gebühr	date20060119	
LangTag__FieldPaymentCharge	eng	Charge	date20060119	
LangTag__FieldPaymentCharge	esp	Tasa	date20060119	
LangTag__FieldPhone	deu	Telefon	date20060119	
LangTag__FieldPhone	eng	Phone	date20060119	
LangTag__FieldPhone	esp	Teléfono	date20060119	
LangTag__FieldPID	deu	Auftragsnummer	date20060119	
LangTag__FieldPID	eng	Ordernumber	date20060119	
LangTag__FieldPID	esp	Número de pedido	date20060119	
